label,content
neutral,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments ."
positive,Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+?rbindelsen bridge in Gothenburg in Sweden .
neutral,"ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter ."
positive,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .
neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors ."
neutral,"No price was given for the transaction , which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks ."
neutral,Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .
neutral,The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .
positive,Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .
positive,This new partnership agreement represents a significant milestone for both parties .
neutral,A huge issue for us is the button placement .
positive,"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added ."
positive,Marimekko Group 's full-year net sales are estimated to increase by about 10 % .
positive,"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 ."
positive,The effect of the savings will be noticeable as of the beginning of 2010 .
neutral,"In addition , a good biological durability is achieved . ''"
positive,"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 ."
negative,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .
negative,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 ."
positive,Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .
positive,This transaction will also rationalize our pulp and paper industry related solutions .
neutral,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .
neutral,"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills ."
neutral,"The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers ."
neutral,Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .
neutral,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .
negative,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 ."
neutral,Net profit in the same period in 2006 was (  x20ac ) 172 million .
neutral,"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft ."
positive,"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 ."
neutral,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .
neutral,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 ."
neutral,"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University ."
positive,`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .
neutral,The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .
positive,"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 ."
neutral,"Technopolis plans to develop in stages an area of no less than 100,000 square meters in order to host companies working in computer technologies and telecommunications , the statement said ."
neutral,Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .
positive,`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .
neutral,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September ."
neutral,"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn ."
positive,"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share ."
negative,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .
neutral,"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products ."
neutral,The company will release its 2010 results on 11 February 2011 .
positive,The expansion aims to attract new customers both in Finland and abroad .
negative,"However , the growth margin slowed down due to the financial crisis ."
neutral,"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform ."
neutral,Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .
positive,"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer ."
neutral,"Poyry Energy GmbH is Austria 's leading engineering and consulting company in the energy , infrastructure and environment sector , owned by Poyry Plc. and the Austrian Verbund AG ."
neutral,`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .
neutral,"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares ."
positive,"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement ."
neutral,"Pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010 ."
neutral,Other shareholder entitlements became effective today .
